Rank,Alphagram,Word(s),Removed Anagrams,Length,# Most Frequent in Round,Usefulness Score,Best Single Word,Takes,Valid before 2015?
41367,IMSSSU,MISSUS,-,6,9,54,MISSUS,,Y
41368,INOOORSTU,NOTORIOUS,-,9,3,54,NOTORIOUS,,Y
41369,IOPRSSTTU,OUTSTRIPS,-,9,3,54,OUTSTRIPS,,Y
41370,IRSTWY,WRISTY,-,6,9,54,WRISTY,,Y
41371,JOSSTU,JOUSTS,-,6,9,54,JOUSTS,,Y
41372,LLPSUU,PULLUS,-,6,9,54,PULLUS,,N
41373,MNORSU,MOURNS,-,6,9,54,MOURNS,,Y
41374,AABP,BAAP,-,4,13,52,BAAP,s,Y
41375,AAWY,AWAY,-,4,13,52,AWAY,s,Y
41376,AFOS,OAFS/SOFA,-,4,13,52,SOFA,s,Y
41377,AAELP,PALEA,-,5,10,50,PALEA,e,Y
41378,AAJNW,JAWAN,-,5,10,50,JAWAN,s,Y
41379,AALRU,AURAL,-,5,10,50,AURAL,,Y
41380,ABBGU,GUBBA,-,5,10,50,GUBBA,s,N
41381,ABEFL,FABLE,-,5,10,50,FABLE,drs,Y
41382,ABHIM,BIMAH,-,5,10,50,BIMAH,s,N
41383,ADDWY,WADDY,-,5,10,50,WADDY,,Y
41384,ADETT,ATTED,-,5,10,50,ATTED,,N
41385,ADIOR,AROID/RADIO,-,5,10,50,RADIO,s,Y
41386,AEFSS,SAFES,-,5,10,50,SAFES,t,Y
41387,AEOSS,OASES,-,5,10,50,OASES,,Y
41388,AGLTU,GAULT,-,5,10,50,GAULT,,Y
41389,AHLMU,HAULM,-,5,10,50,HAULM,s,Y
41390,AHLNO,HALON,-,5,10,50,HALON,s,Y
41391,AIJST,JATIS,-,5,10,50,JATIS,,Y
41392,AILQU,QUAIL,-,5,10,50,QUAIL,s,Y
41393,AISSV,VISAS,-,5,10,50,VISAS,,Y
41394,BBIIS,BIBIS,-,5,10,50,BIBIS,,Y
41395,BCDEU,CUBED,-,5,10,50,CUBED,,Y
41396,BCENU,BUNCE,-,5,10,50,BUNCE,,N
41397,BDIOP,BIPOD,-,5,10,50,BIPOD,s,Y
41398,BEEJM,JEMBE,-,5,10,50,JEMBE,s,N
41399,BEIMO,BIOME,MOBIE,5,10,50,BIOME,s,Y
41400,BEIRR,BRIER,-,5,10,50,BRIER,sy,Y
41401,BKNOU,BUNKO,-,5,10,50,BUNKO,s,N
41402,CIMOX,COMIX,-,5,10,50,COMIX,,N
41403,DDEIO,DIODE,-,5,10,50,DIODE,s,Y
41404,DDEOZ,DOZED,-,5,10,50,DOZED,,Y
41405,DEENO,DONEE,-,5,10,50,DONEE,s,Y
41406,DIILV,LIVID,-,5,10,50,LIVID,,Y
41407,EEEKV,KEEVE,-,5,10,50,KEEVE,s,N
41408,EEHMR,RHEME,-,5,10,50,RHEME,s,Y
41409,EEHTT,TEETH,-,5,10,50,TEETH,e,Y
41410,EELNW,NEWEL,-,5,10,50,NEWEL,s,Y
41411,EERTW,TWEER,-,5,10,50,TWEER,,Y
41412,EIRRY,EYRIR,-,5,10,50,EYRIR,,Y
41413,ELOOY,LOOEY,-,5,10,50,LOOEY,s,Y
41414,EMSUX,MUXES,-,5,10,50,MUXES,,Y
41415,EORRV,ROVER,-,5,10,50,ROVER,s,Y
41416,FGHIT,FIGHT,-,5,10,50,FIGHT,s,Y
41417,GISSW,SWIGS,-,5,10,50,SWIGS,,Y
41418,HISSU,SUSHI,-,5,10,50,SUSHI,s,Y
41419,IIMMN,MINIM,-,5,10,50,MINIM,as,Y
41420,KLOOS,KOLOS/LOOKS,-,5,10,50,LOOKS,,Y
41421,MNOWX,WOMXN,-,5,10,50,WOMXN,,N
41422,ORTTU,TROUT/TUTOR,-,5,10,50,TROUT,s,Y
41423,AAABDJS,BAJADAS,-,7,7,49,BAJADAS,,Y
41424,AAACDMM,MACADAM,-,7,7,49,MACADAM,,Y
41425,AAADDHS,HADADAS,-,7,7,49,HADADAS,,Y
41426,AAAHJLS,ALHAJAS,-,7,7,49,ALHAJAS,,Y
41427,AAAHLNN,ALANNAH,-,7,7,49,ALANNAH,s,Y
41428,AAAHMST,TAMASHA,SAMATHA,7,7,49,TAMASHA,s,Y
41429,AAARTTT,RATATAT,-,7,7,49,RATATAT,s,Y
41430,AABBCSU,BABACUS,-,7,7,49,BABACUS,,Y
41431,AABBSST,SABBATS,-,7,7,49,SABBATS,,N
41432,AABDGHN,HANDBAG,-,7,7,49,HANDBAG,s,Y
41433,AABDHMS,BADMASH,MADHABS,7,7,49,BADMASH,,Y
41434,AABGHNR,BHANGRA,-,7,7,49,BHANGRA,,Y
41435,AABGRST,RATBAGS,-,7,7,49,RATBAGS,,Y
41436,AABLMSS,BALSAMS/SAMBALS,-,7,7,49,BALSAMS,,Y
41437,AACCLRU,ACCRUAL/CARACUL,-,7,7,49,ACCRUAL,s,Y
41438,AACFLRT,FLATCAR/FRACTAL,-,7,7,49,FRACTAL,s,Y
41439,AACISSS,CASSIAS,-,7,7,49,CASSIAS,,Y
41440,AACKMNP,MANPACK/PACKMAN,-,7,7,49,MANPACK,s,Y
41441,AADLNRY,LANYARD,-,7,7,49,LANYARD,s,Y
41442,AADMRRY,YARDARM,-,7,7,49,YARDARM,s,Y
41443,AAFFILN,AFFINAL,-,7,7,49,AFFINAL,,Y
41444,AAGGRSS,SAGGARS,-,7,7,49,SAGGARS,,Y
41445,AAGMNPR,PANGRAM,-,7,7,49,PANGRAM,s,N
41446,AAHLMRS,MARSHAL,-,7,7,49,MARSHAL,s,Y
41447,AAHMNST,MAHANTS,-,7,7,49,MAHANTS,,Y
41448,AAHMRSS,ASHRAMS,-,7,7,49,ASHRAMS,,Y
41449,AAILLMM,MAMILLA,-,7,7,49,MAMILLA,e,Y
41450,AAILLPP,PAPILLA,-,7,7,49,PAPILLA,e,Y
41451,AAKOOPP,PAKAPOO,-,7,7,49,PAKAPOO,,Y
41452,AALLNSY,NASALLY,-,7,7,49,NASALLY,,Y
41453,AAMRSTT,MATTARS,-,7,7,49,MATTARS,,Y
41454,ABBCGIN,CABBING,-,7,7,49,CABBING,,Y
41455,ABBCOST,BOBCATS,-,7,7,49,BOBCATS,,Y
41456,ABBDEGL,GABBLED,-,7,7,49,GABBLED,,Y
41457,ABBIIMN,BAMBINI,-,7,7,49,BAMBINI,,Y
41458,ABCDIRT,CATBIRD,-,7,7,49,CATBIRD,s,Y
41459,ABCKRSU,BUCKRAS,-,7,7,49,BUCKRAS,,Y
41460,ABCLNOY,BALCONY,-,7,7,49,BALCONY,,Y
41461,ABDGLNO,BOGLAND,-,7,7,49,BOGLAND,,Y
41462,ABDGLUY,LADYBUG,-,7,7,49,LADYBUG,s,Y
41463,ABEFLLS,BEFALLS,-,7,7,49,BEFALLS,,Y
41464,ABEHRSS,BASHERS,-,7,7,49,BASHERS,,N
41465,ABEIKLL,LIKABLE,-,7,7,49,LIKABLE,,Y
41466,ABELRSZ,BLAZERS,-,7,7,49,BLAZERS,,Y
41467,ABEMNSY,BYNAMES,-,7,7,49,BYNAMES,,Y
41468,ABGILNR,BLARING,-,7,7,49,BLARING,,Y
41469,ABGNOWY,BOWYANG,-,7,7,49,BOWYANG,s,Y
41470,ACCEEHL,CALECHE,-,7,7,49,CALECHE,s,Y
41471,ACCEKLT,CLACKET,-,7,7,49,CLACKET,s,Y
41472,ACCENPT,PECCANT,-,7,7,49,PECCANT,,Y
41473,ACCGNOS,COGNACS,-,7,7,49,COGNACS,,Y
41474,ACCMOOY,COCOYAM,-,7,7,49,COCOYAM,s,Y
41475,ACDDDEU,ADDUCED,-,7,7,49,ADDUCED,,Y
41476,ACDDIKW,DICKWAD,-,7,7,49,DICKWAD,s,N
41477,ACDDIST,ADDICTS,DIDACTS,7,7,49,ADDICTS,,Y
41478,ACDEEHR,REACHED,-,7,7,49,REACHED,,Y
41479,ACDEHMP,CHAMPED,-,7,7,49,CHAMPED,,Y
41480,ACDEHPR,PARCHED,-,7,7,49,PARCHED,,Y
41481,ACEHLMY,ALCHEMY,-,7,7,49,ALCHEMY,,Y
41482,ACEHMRR,CHARMER/MARCHER,-,7,7,49,CHARMER,s,Y
41483,ACEHNTT,ETCHANT,-,7,7,49,ETCHANT,s,Y
41484,ACEHNTY,CHANTEY,-,7,7,49,CHANTEY,s,Y
41485,ACEHSSS,CHASSES,-,7,7,49,CHASSES,,Y
41486,ACEJKSS,JACKSES,-,7,7,49,JACKSES,,N
41487,ACELNTY,LATENCY,-,7,7,49,LATENCY,,Y
41488,ACELSXY,CALYXES,-,7,7,49,CALYXES,,Y
41489,ACENRRY,ERRANCY,-,7,7,49,ERRANCY,,Y
41490,ACENRSS,CASERNS,-,7,7,49,CASERNS,,N
41491,ACERSTY,CRAYEST/SECTARY,-,7,7,49,SECTARY,,Y
41492,ACFHIST,CATFISH,-,7,7,49,CATFISH,,Y
41493,ACFKLSU,SACKFUL,-,7,7,49,SACKFUL,s,Y
41494,ACGHOST,GOTCHAS,-,7,7,49,GOTCHAS,,Y
41495,ACGILMY,MYALGIC,-,7,7,49,MYALGIC,,Y
41496,ACGINNS,CANINGS,-,7,7,49,CANINGS,,Y
41497,ACHIILS,ISCHIAL,-,7,7,49,ISCHIAL,,Y
41498,ACHILLT,THALLIC,-,7,7,49,THALLIC,,N
41499,ACHILST,CHITALS,-,7,7,49,CHITALS,,Y
41500,ACHLNOY,HALCYON,-,7,7,49,HALCYON,s,Y
41501,ACHMOPR,CAMPHOR,-,7,7,49,CAMPHOR,,Y
41502,ADEEKWY,WEEKDAY,-,7,7,49,WEEKDAY,s,Y
41503,ADEEPRT,PREDATE/TAPERED,-,7,7,49,PREDATE,ds,Y
41504,ADEFFIX,AFFIXED,-,7,7,49,AFFIXED,,Y
41505,ADEFGRS,DEFRAGS,-,7,7,49,DEFRAGS,,N
41506,ADEILLY,IDEALLY,-,7,7,49,IDEALLY,,Y
41507,ADEMMRS,SMARMED,-,7,7,49,SMARMED,,Y
41508,ADEPPRW,WRAPPED,-,7,7,49,WRAPPED,,Y
41509,ADFORRR,FORRARD,-,7,7,49,FORRARD,,Y
41510,ADGINNR,DARNING,RANDING,7,7,49,DARNING,,Y
41511,ADHHISW,WHIDAHS,-,7,7,49,WHIDAHS,,Y
41512,ADIMRSY,MYRIADS,-,7,7,49,MYRIADS,,Y
41513,AEFFLNS,SNAFFLE,-,7,7,49,SNAFFLE,ds,Y
41514,AEFHLSS,FLASHES,-,7,7,49,FLASHES,t,Y
41515,AEFLLRS,FALLERS,REFALLS,7,7,49,FALLERS,,Y
41516,AEFLLSY,FALSELY,-,7,7,49,FALSELY,,Y
41517,AEFLRSY,FLAYERS,-,7,7,49,FLAYERS,,Y
41518,AEGHNRW,WHANGER,-,7,7,49,WHANGER,s,N
41519,AEGNNTT,TANGENT,-,7,7,49,TANGENT,s,Y
41520,AEGRSST,STAGERS,-,7,7,49,STAGERS,,Y
41521,AEHLRSV,HALVERS,-,7,7,49,HALVERS,,Y
41522,AEHRSST,RASHEST/TRASHES,HASTERS/RESHTAS/SHETARS,7,7,49,RASHEST,,Y
41523,AEHRSSW,HAWSERS/WASHERS,-,7,7,49,WASHERS,,Y
41524,AEIKKST,TAKKIES,-,7,7,49,TAKKIES,,N
41525,AEISSTV,STEVIAS,-,7,7,49,STEVIAS,,N
41526,AEKNPRS,SPANKER,-,7,7,49,SPANKER,s,Y
41527,AEKRRST,STARKER,-,7,7,49,STARKER,s,Y
41528,AELLUVV,VALVULE,-,7,7,49,VALVULE,s,N
41529,AELMNTT,MANTLET,-,7,7,49,MANTLET,s,Y
41530,AELPPST,APPLETS/LAPPETS,-,7,7,49,APPLETS,,Y
41531,AELPSSS,PASSELS/SAPLESS,-,7,7,49,PASSELS,,Y
41532,AEMPRST,STAMPER/TAMPERS,RESTAMP,7,7,49,STAMPER,s,Y
41533,AENRSSS,SARSENS,-,7,7,49,SARSENS,,Y
41534,AESSTTT,ATTESTS,-,7,7,49,ATTESTS,,Y
41535,AFGINST,FASTING,-,7,7,49,FASTING,,Y
41536,AFHKORY,HAYFORK,-,7,7,49,HAYFORK,s,N
41537,AFILNTY,FAINTLY,-,7,7,49,FAINTLY,,Y
41538,AFIMSSS,MASSIFS,-,7,7,49,MASSIFS,,Y
41539,AFKMNRU,FRANKUM,-,7,7,49,FRANKUM,,N
41540,AFLSTUV,VATFULS,-,7,7,49,VATFULS,,N
41541,AGGGINU,GAUGING,-,7,7,49,GAUGING,,Y
41542,AGGHINN,HANGING,-,7,7,49,HANGING,s,Y
41543,AGIINVV,VIVAING,-,7,7,49,VIVAING,,Y
41544,AGINRRW,WARRING,-,7,7,49,WARRING,,Y
41545,AGLLOSS,GLOSSAL,-,7,7,49,GLOSSAL,,Y
41546,AHIKNSV,KNAVISH,-,7,7,49,KNAVISH,,Y
41547,AHMOTTZ,MATZOTH,-,7,7,49,MATZOTH,,Y
41548,AHRRSUY,HURRAYS,-,7,7,49,HURRAYS,,Y
41549,AINPPRS,PARSNIP,-,7,7,49,PARSNIP,s,Y
41550,AINSSTT,STATINS/TANISTS,-,7,7,49,STATINS,,Y
41551,AIRSTVY,VARSITY,-,7,7,49,VARSITY,,Y
41552,ALOPPRS,POPLARS,-,7,7,49,POPLARS,,Y
41553,AMORRWY,MARROWY,-,7,7,49,MARROWY,,Y
41554,BBDINSU,DUBBINS,-,7,7,49,DUBBINS,,Y
41555,BBELMOT,BOMBLET,-,7,7,49,BOMBLET,s,Y
41556,BBELORW,WOBBLER,-,7,7,49,WOBBLER,s,Y
41557,BBESSUW,SUBWEBS,-,7,7,49,SUBWEBS,,N
41558,BBHIOST,HOBBITS,-,7,7,49,HOBBITS,,Y
41559,BCCEILO,ECBOLIC,-,7,7,49,ECBOLIC,s,Y
41560,BCDKORU,BURDOCK,-,7,7,49,BURDOCK,s,Y
41561,BCDSTUU,SUBDUCT,-,7,7,49,SUBDUCT,s,Y
41562,BCEEKST,BECKETS,-,7,7,49,BECKETS,,Y
41563,BCEHLMU,CHUMBLE,-,7,7,49,CHUMBLE,ds,Y
41564,BCELMSU,SCUMBLE,-,7,7,49,SCUMBLE,ds,Y
41565,BDEELSS,BLESSED,-,7,7,49,BLESSED,,Y
41566,BDEILOS,BOLIDES,-,7,7,49,BOLIDES,,Y
41567,BDNOSTU,OBTUNDS,-,7,7,49,OBTUNDS,,Y
41568,BEEHRST,SHERBET,-,7,7,49,SHERBET,s,Y
41569,BEHLMRU,HUMBLER,-,7,7,49,HUMBLER,,Y
41570,BEIILLS,BILLIES,-,7,7,49,BILLIES,,Y
41571,BEILRTY,LIBERTY,-,7,7,49,LIBERTY,,Y
41572,BELLOSU,LOBULES/SOLUBLE,-,7,7,49,LOBULES,,Y
41573,BELRTUY,BUTLERY,-,7,7,49,BUTLERY,,N
41574,BGLOSUY,BOGUSLY,-,7,7,49,BOGUSLY,,Y
41575,BHOOSTW,BOWSHOT,-,7,7,49,BOWSHOT,s,Y
41576,BIKLNOT,INKBLOT,-,7,7,49,INKBLOT,s,N
41577,BILOSSY,BOSSILY,-,7,7,49,BOSSILY,,Y
41578,BNNRSUU,SUNBURN,-,7,7,49,SUNBURN,st,Y
41579,BOORRSW,BORROWS,-,7,7,49,BORROWS,,Y
41580,CCEHINT,TECHNIC,-,7,7,49,TECHNIC,s,Y
41581,CCEHOOS,COOCHES,-,7,7,49,COOCHES,,N
41582,CCEKNOY,COCKNEY,-,7,7,49,COCKNEY,s,Y
41583,CCELLOT,COLLECT,-,7,7,49,COLLECT,s,Y
41584,CCELNOY,CYCLONE,-,7,7,49,CYCLONE,s,Y
41585,CCENNOR,CONCERN,-,7,7,49,CONCERN,s,Y
41586,CCENOPT,CONCEPT,-,7,7,49,CONCEPT,s,Y
41587,CCKOOSU,CUCKOOS,-,7,7,49,CUCKOOS,,Y
41588,CDEEESX,EXCEEDS,-,7,7,49,EXCEEDS,,Y
41589,CDEEKLR,CLERKED,-,7,7,49,CLERKED,,Y
41590,CDEHINW,WINCHED,-,7,7,49,WINCHED,,Y
41591,CDEKLNO,CLONKED,-,7,7,49,CLONKED,,Y
41592,CDELMTU,MULCTED,-,7,7,49,MULCTED,,Y
41593,CDGINOR,CORDING,-,7,7,49,CORDING,,Y
41594,CDIKNNU,NUDNICK,-,7,7,49,NUDNICK,s,Y
41595,CEEFHLS,FLECHES,FELCHES,7,7,49,FLECHES,,Y
41596,CEEFNRS,FENCERS,-,7,7,49,FENCERS,,Y
41597,CEEGLNT,NEGLECT,-,7,7,49,NEGLECT,s,Y
41598,CEFFLOS,COFFLES,-,7,7,49,COFFLES,,Y
41599,CEGIKNP,PECKING,-,7,7,49,PECKING,,Y
41600,CEGIRRS,GRICERS,-,7,7,49,GRICERS,,Y
41601,CEHHOOS,HOOCHES,-,7,7,49,HOOCHES,,N
41602,CEHIPRR,CHIRPER,-,7,7,49,CHIRPER,s,Y
41603,CEHLNOT,CHOLENT,-,7,7,49,CHOLENT,s,Y
41604,CEIIKSS,SICKIES,-,7,7,49,SICKIES,,Y
41605,CEIISSS,CISSIES,-,7,7,49,CISSIES,t,Y
41606,CEMNRTU,CENTRUM,-,7,7,49,CENTRUM,s,Y
41607,CEORRTY,RECTORY,-,7,7,49,RECTORY,,Y
41608,CFLNOUX,CONFLUX,-,7,7,49,CONFLUX,,Y
41609,CGHIIMN,CHIMING,-,7,7,49,CHIMING,,Y
41610,CHINQSU,SQUINCH,-,7,7,49,SQUINCH,,Y
41611,CHLOSUY,CHYLOUS/SLOUCHY,-,7,7,49,SLOUCHY,,Y
41612,CIIILLT,ILLICIT,-,7,7,49,ILLICIT,,Y
41613,CIIMNRY,CRIMINY,-,7,7,49,CRIMINY,,N
41614,CIIPRTY,PYRITIC,-,7,7,49,PYRITIC,,Y
41615,CIMOTYZ,ZYMOTIC,-,7,7,49,ZYMOTIC,,N
41616,CIORSSS,SCISSOR,-,7,7,49,SCISSOR,s,Y
41617,CKLOPTU,POTLUCK/PUTLOCK,-,7,7,49,POTLUCK,s,Y
41618,CNOOPPR,POPCORN,-,7,7,49,POPCORN,,Y
41619,CORRSSU,CURSORS,-,7,7,49,CURSORS,,Y
41620,DDDELOS,DODDLES,-,7,7,49,DODDLES,,N
41621,DDDELOT,TODDLED,-,7,7,49,TODDLED,,Y
41622,DDEEFGL,FLEDGED,-,7,7,49,FLEDGED,,Y
41623,DDEHIRY,HYDRIDE,-,7,7,49,HYDRIDE,,Y
41624,DDEIKLN,KINDLED,-,7,7,49,KINDLED,,Y
41625,DDGIIKN,KIDDING,-,7,7,49,KIDDING,,Y
41626,DDGINOP,PODDING,-,7,7,49,PODDING,,Y
41627,DEEEHLW,WHEEDLE/WHEELED,-,7,7,49,WHEEDLE,drs,Y
41628,DEEEKNW,WEEKEND,-,7,7,49,WEEKEND,s,Y
41629,DEEFHLS,DEFLESH/FLESHED/SHELFED,-,7,7,49,FLESHED,,Y
41630,DEENRRY,NERDERY,-,7,7,49,NERDERY,,N
41631,DEFFNOR,FORFEND,-,7,7,49,FORFEND,s,Y
41632,DEFFRSU,DUFFERS,-,7,7,49,DUFFERS,,Y
41633,DEFHLSU,FLUSHED,-,7,7,49,FLUSHED,,Y
41634,DEGILLR,GRILLED,-,7,7,49,GRILLED,,Y
41635,DEGNRTU,GRUNTED/TRUDGEN,-,7,7,49,TRUDGEN,s,Y
41636,DEHHSUZ,ZHUSHED,-,7,7,49,ZHUSHED,,N
41637,DEIKNSY,KIDNEYS,-,7,7,49,KIDNEYS,,Y
41638,DEIKNTT,KNITTED,-,7,7,49,KNITTED,,Y
41639,DEILMMS,SLIMMED,-,7,7,49,SLIMMED,,Y
41640,DEILNNS,LINDENS,-,7,7,49,LINDENS,,Y
41641,DENORSU,ENDUROS/RESOUND/SOUNDER,-,7,7,49,SOUNDER,s,Y
41642,DGIILNY,DINGILY,-,7,7,49,DINGILY,,Y
41643,DGIINNT,DINTING,-,7,7,49,DINTING,,Y
41644,DGILLNO,DOLLING,-,7,7,49,DOLLING,,Y
41645,DGIQSUY,SQUIDGY,-,7,7,49,SQUIDGY,,Y
41646,DGMNOOO,MOONDOG,-,7,7,49,MOONDOG,s,N
41647,DHIIMPS,MIDSHIP,-,7,7,49,MIDSHIP,s,Y
41648,DKNOOPS,PONDOKS,-,7,7,49,PONDOKS,,Y
41649,DLOPRUY,PROUDLY,-,7,7,49,PROUDLY,,Y
41650,DMMRSUU,RUMDUMS,-,7,7,49,RUMDUMS,,Y
41651,EEERSTT,REETEST/TEETERS,-,7,7,49,TEETERS,,Y
41652,EEERSVW,WEEVERS,-,7,7,49,WEEVERS,,Y
41653,EEGLNRY,GREENLY,-,7,7,49,GREENLY,,Y
41654,EEGPPRR,PREPREG,-,7,7,49,PREPREG,,Y
41655,EEHIRSS,HEIRESS,-,7,7,49,HEIRESS,,Y
41656,EEHRRSW,WERSHER,-,7,7,49,WERSHER,,N
41657,EEILSSS,SESSILE,-,7,7,49,SESSILE,,Y
41658,EEILSTX,SEXTILE,-,7,7,49,SEXTILE,,Y
41659,EEINRSV,ENVIERS/INVERSE/VERSINE,EVERINS/VEINERS,7,7,49,INVERSE,s,Y
41660,EEKPRSU,PERUKES,-,7,7,49,PERUKES,,Y
41661,EEKRSSW,SKEWERS,-,7,7,49,SKEWERS,,Y
41662,EEPSSTT,SEPTETS,-,7,7,49,SEPTETS,,Y
41663,EESSSTT,SESTETS/TSETSES,-,7,7,49,TSETSES,,Y
41664,EFFILRR,RIFFLER,-,7,7,49,RIFFLER,s,Y
41665,EFFLRTU,FRETFUL/TRUFFLE,-,7,7,49,TRUFFLE,ds,Y
41666,EFFOORR,OFFEROR,-,7,7,49,OFFEROR,s,Y
41667,EFFOSST,OFFSETS,-,7,7,49,OFFSETS,,Y
41668,EFHORSS,FROSHES,-,7,7,49,FROSHES,,N
41669,EFLLOSW,FELLOWS,-,7,7,49,FELLOWS,,Y
41670,EGGIPRY,PIGGERY,-,7,7,49,PIGGERY,,Y
41671,EGGIRSW,SWIGGER/WIGGERS,-,7,7,49,SWIGGER,s,Y
41672,EGGORRS,GORGERS,-,7,7,49,GORGERS,,Y
41673,EGGORSU,GOUGERS,-,7,7,49,GOUGERS,,Y
41674,EGHHSSU,SHEUGHS,-,7,7,49,SHEUGHS,,N
41675,EGHILNP,HELPING,-,7,7,49,HELPING,s,Y
41676,EGHINWY,WHINGEY,-,7,7,49,WHINGEY,,N
41677,EGHIRST,SIGHTER,RESIGHT,7,7,49,SIGHTER,s,Y
41678,EGIJNST,JESTING,-,7,7,49,JESTING,s,Y
41679,EGILNOS,LEGIONS/LINGOES,LONGIES,7,7,49,LEGIONS,,Y
41680,EHHIRTT,THITHER,-,7,7,49,THITHER,,Y
41681,EIJKLRY,JERKILY,-,7,7,49,JERKILY,,Y
41682,EIKLNSV,KELVINS,-,7,7,49,KELVINS,,Y
41683,EIKPSSY,PISKEYS,-,7,7,49,PISKEYS,,N
41684,EIMSSSU,MISUSES,-,7,7,49,MISUSES,,Y
41685,EINRSSV,VERSINS,-,7,7,49,VERSINS,,Y
41686,EJKNSTU,JUNKETS,-,7,7,49,JUNKETS,,Y
41687,EMNOSTY,ETYMONS,-,7,7,49,ETYMONS,,Y
41688,EMORRWY,WORMERY,-,7,7,49,WORMERY,,Y
41689,ENRRTUY,TURNERY,-,7,7,49,TURNERY,,Y
41690,ENRSTTU,ENTRUST/NUTTERS,-,7,7,49,ENTRUST,s,Y
41691,EOOPPSS,OPPOSES,-,7,7,49,OPPOSES,,Y
41692,EOPSSTX,SEXPOTS,-,7,7,49,SEXPOTS,,Y
41693,EORSSWW,WOWSERS,-,7,7,49,WOWSERS,,Y
41694,FGIINSX,FIXINGS,-,7,7,49,FIXINGS,,Y
41695,FGILOOY,GOOFILY,-,7,7,49,GOOFILY,,Y
41696,FGLMSUU,MUGFULS,-,7,7,49,MUGFULS,,Y
41697,FIMNSSU,MUNSIFS,-,7,7,49,MUNSIFS,,Y
41698,FINRTUY,NUTRIFY,-,7,7,49,NUTRIFY,,N
41699,FLRSUUY,SULFURY,-,7,7,49,SULFURY,,N
41700,GGIINST,GISTING,-,7,7,49,GISTING,,N
41701,GHIILNW,WHILING,-,7,7,49,WHILING,,Y
41702,GHIRSTW,WRIGHTS,-,7,7,49,WRIGHTS,,Y
41703,GHORTUW,WROUGHT,-,7,7,49,WROUGHT,,Y
41704,GIILNSV,LIVINGS,-,7,7,49,LIVINGS,,Y
41705,GIKNNSU,UNKINGS,-,7,7,49,UNKINGS,,Y
41706,GILNSTU,LUSTING,-,7,7,49,LUSTING,,Y
41707,GLOOOTY,OTOLOGY,-,7,7,49,OTOLOGY,,Y
41708,HILOSST,HOLISTS,-,7,7,49,HOLISTS,,N
41709,HILOSTT,HOTLIST,-,7,7,49,HOTLIST,s,N
41710,IILMSTY,MISTILY,-,7,7,49,MISTILY,,Y
41711,IILPRVY,PRIVILY,-,7,7,49,PRIVILY,,Y
41712,IKLNNSU,UNLINKS,-,7,7,49,UNLINKS,,Y
41713,IKNOPST,INKPOTS,-,7,7,49,INKPOTS,,N
41714,ILPPSTU,PULPITS,-,7,7,49,PULPITS,,Y
41715,IMQRSUY,SQUIRMY,-,7,7,49,SQUIRMY,,Y
41716,KOOSSUU,SOUKOUS,-,7,7,49,SOUKOUS,,Y
41717,LPRSSUU,SURPLUS,-,7,7,49,SURPLUS,,Y
41718,MOOPSTT,TOPMOST,TOMPOTS,7,7,49,TOPMOST,,Y
41719,AAACDFIR,FARADAIC,-,8,6,48,FARADAIC,,Y
41720,AAACDNNO,ANACONDA,-,8,6,48,ANACONDA,s,Y
41721,AAACLRSZ,ALCAZARS,-,8,6,48,ALCAZARS,,Y
41722,AAACMR,MARACA,-,6,8,48,MARACA,s,Y
41723,AAACNRSV,CARAVANS,-,8,6,48,CARAVANS,,Y
41724,AAADMRSS,MADRASAS,-,8,6,48,MADRASAS,,Y
41725,AAADNPSS,PASANDAS,-,8,6,48,PASANDAS,,N
41726,AAAGHNRS,GHARANAS,-,8,6,48,GHARANAS,,Y
41727,AAAHLV,HAVALA,-,6,8,48,HAVALA,,Y
41728,AAAHMRSS,ASHRAMAS,-,8,6,48,ASHRAMAS,,Y
41729,AAAMOTTU,AUTOMATA,-,8,6,48,AUTOMATA,,Y
41730,AABBEELR,BEARABLE,-,8,6,48,BEARABLE,,Y
41731,AABBLO,BALBOA,-,6,8,48,BALBOA,s,Y
41732,AABCDEKT,BACKDATE,-,8,6,48,BACKDATE,ds,Y
41733,AABCEKLP,PACKABLE,-,8,6,48,PACKABLE,,Y
41734,AABCHS,CASBAH,-,6,8,48,CASBAH,s,Y
41735,AABDEERY,BAYADERE,-,8,6,48,BAYADERE,s,Y
41736,AABDLORY,ADORABLY,-,8,6,48,ADORABLY,,Y
41737,AABEEKLT,TAKEABLE,-,8,6,48,TAKEABLE,,Y
41738,AABGRT,RATBAG,-,6,8,48,RATBAG,s,Y
41739,AABIKOSY,YAKISOBA,-,8,6,48,YAKISOBA,s,N
41740,AABLOTUY,LAYABOUT,-,8,6,48,LAYABOUT,s,Y
41741,AACCEFLO,COALFACE,-,8,6,48,COALFACE,s,Y
41742,AACCOSTT,STACCATO/TOCCATAS,-,8,6,48,STACCATO,s,Y
41743,AACDHNRS,HANDCARS,-,8,6,48,HANDCARS,,Y
41744,AACDHS,DACHAS,-,6,8,48,DACHAS,,Y
41745,AACEHJPS,JAPCHAES,-,8,6,48,JAPCHAES,,N
41746,AACEKMRR,CARMAKER,-,8,6,48,CARMAKER,s,N
41747,AACGIMNN,MANGANIC,-,8,6,48,MANGANIC,,Y
41748,AACHIRRS,SRIRACHA,-,8,6,48,SRIRACHA,,N
41749,AACILPTY,ATYPICAL,-,8,6,48,ATYPICAL,,Y
